A1-VERB-12,A1,⚑,anrufen [sound:googletts-b840866a-943f494e-5f389a9d-9a95c77e-cfd4e324.mp3],call,u-ie-u,ich rufe an&nbsp;<div>du rufst an&nbsp;</div><div>er/sie/es ruft an&nbsp;</div><div>wir rufen an&nbsp;</div><div>ihr ruft an&nbsp;</div><div>Sie rufen an</div>,ich rief an&nbsp;<div>du riefst an&nbsp;</div><div>er/sie/es rief an ⚑</div><div>wir riefen an&nbsp;</div><div>ihr rieft an&nbsp;</div><div>Sie riefen an</div>,ich werde anrufen&nbsp;<div>du wirst anrufen&nbsp;</div><div>er/sie/es wird anrufen&nbsp;</div><div>wir werden anrufen</div><div>hr werdet anrufen&nbsp;</div><div>Sie werden anrufen</div>,ich habe angerufen&nbsp;<div>du hast angerufen&nbsp;</div><div>er/sie/es hat angerufen&nbsp;</div><div>wir haben angerufen&nbsp;</div><div>ihr habt angerufen&nbsp;</div><div>Sie haben angerufen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to call [sound:googletts-4e537eb1-086d0011-e823a5c0-635f459d-499b6902.mp3],Peter briefly calls to his girlfriend. [sound:googletts-883b4b7c-63f531a3-326d6475-1dfb842e-f79afe75.mp3],Peter ruft kurz seine Freundin an. [sound:googletts-78a8e3dc-2dd46daa-c2e80b6d-39b7a43d-29f414cb.mp3],
A1-VERB-13,A1,,antworten [sound:googletts-838cba75-5eb13145-9efbad16-9b5dfa80-8c45ff4d.mp3],answer,,ich antworte&nbsp;<div>du antwortest&nbsp;</div><div>er/sie/es antwortet&nbsp;</div><div>wir antworten&nbsp;</div><div>ihr antwortet&nbsp;</div><div>Sie antworten</div>,ich antwortete&nbsp;<div>du antwortetest&nbsp;</div><div>er/sie/es antwortete ⚑</div><div>wir antworteten&nbsp;</div><div>ihr antwortetet&nbsp;</div><div>Sie antworteten</div>,ich werde antworten&nbsp;<div>du wirst antworten&nbsp;</div><div>er/sie/es wird antworten&nbsp;</div><div>wir werden antworten&nbsp;</div><div>ihr werdet antworten&nbsp;</div><div>Sie werden antworten</div>,ich habe geantwortet ⚑<div>du hast geantwortet&nbsp;</div><div>er/sie/es hat geantwortet&nbsp;</div><div>wir haben geantwortet&nbsp;</div><div>ihr habt geantwortet&nbsp;</div><div>Sie haben geantwortet</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to answer [sound:googletts-b137ddf4-f6b41231-bf87d563-3cda5526-379436c5.mp3],He does not answer. [sound:googletts-e1c63c84-4cd11aad-bfda4156-feb9ea1d-331acbde.mp3],Er antwortet nicht. [sound:googletts-a3084dca-da12ebbb-4a281730-44061254-0bbe7576.mp3],
A1-VERB-15,A1,,arbeiten [sound:googletts-7b830b89-0cc15664-75d33143-eec03ae5-f7b2f2d5.mp3],work,,ich arbeite&nbsp;<div>du arbeitest&nbsp;</div><div>er/sie/es arbeitet&nbsp;</div><div>wir arbeiten&nbsp;</div><div>ihr arbeitet&nbsp;</div><div>Sie arbeiten</div>,ich arbeitete ⚑<div>du arbeitetest&nbsp;</div><div>er/sie/es arbeitete ⚑</div><div>wir arbeiteten&nbsp;</div><div>ihr arbeitetet&nbsp;</div><div>Sie arbeiteten</div>,ich werde arbeiten&nbsp;<div>du wirst arbeiten&nbsp;</div><div>er/sie/es wird arbeiten&nbsp;</div><div>wir werden arbeiten&nbsp;</div><div>ihr werdet arbeiten&nbsp;</div><div>Sie werden arbeite</div>,ich habe gearbeitet ⚑<div>du hast gearbeitet&nbsp;</div><div>er/sie/es hat gearbeitet&nbsp;</div><div>wir haben gearbeitet&nbsp;</div><div>ihr habt gearbeitet&nbsp;</div><div>Sie haben gearbeitet</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to work [sound:googletts-eb255021-3f6bd1bf-27f14a90-56594a80-fa32a033.mp3],Where do you work? [sound:googletts-df351c0c-17118ba6-edbf2f67-ebd1fd68-1ac7ed05.mp3],Wo arbeiten Sie? [sound:googletts-6d7af589-fab0a3c8-55730f4a-22828039-14781690.mp3],
A1-VERB-16,A1,,auf sein [sound:googletts-e7647146-b0b8e549-b58850de-4190b0c2-3cfd067a.mp3],be up or open,,ich bin auf&nbsp;<div>du bist auf&nbsp;</div><div>er/sie/es ist auf&nbsp;</div><div>wir sind auf&nbsp;</div><div>ihr seid auf&nbsp;</div><div>Sie sind auf</div>,ich war auf&nbsp;<div>du warst auf&nbsp;</div><div>er/sie/es war auf ⚑</div><div>wir waren auf&nbsp;</div><div>ihr wart auf&nbsp;</div><div>Sie waren auf</div>,ich werde auf sein&nbsp;<div>du wirst auf sein&nbsp;</div><div>er/sie/es wird auf sein&nbsp;</div><div>wir werden auf sein&nbsp;</div><div>ihr werdet auf sein&nbsp;</div><div>Sie werden auf sein</div>,ich bin aufgewesen&nbsp;<div>du bist aufgewesen&nbsp;</div><div>er/sie/es ist aufgewesen&nbsp;</div><div>wir sind aufgewesen&nbsp;</div><div>ihr seid aufgewesen&nbsp;</div><div>Sie sind aufgewesen</div>,,to be up or open&nbsp;[sound:googletts-cee5b0a7-07223d9a-86096ccb-1cfb348e-d6ab832d.mp3],You dont need the key. The apartment is open. [sound:googletts-18230a45-0c4714c7-45883ad4-c55c227e-b8477229.mp3],Du brauchst den Schlüssel nicht. Die Wohnung ist auf. [sound:googletts-978127d2-59e9057f-53d9454c-75ccab4b-3cd87175.mp3],
A1-VERB-17,A1,,aufhören [sound:googletts-4e347373-0986f6f8-efb86770-2970d0e5-c2fd4cfc.mp3],end,,ich höre auf&nbsp;&nbsp;<br><div>du hörst auf&nbsp;</div><div>er/sie/es hört auf&nbsp;</div><div>wir hören auf&nbsp;</div><div>ihr hört auf&nbsp;</div><div>Sie hören auf</div>,ich hörte auf&nbsp;<div>du hörtest auf&nbsp;</div><div>er/sie/es hörte auf ⚑</div><div>wir hörten auf&nbsp;</div><div>ihr hörtet auf&nbsp;</div><div>Sie hörten auf</div>,ich werde aufhören&nbsp;<div>du wirst aufhören&nbsp;</div><div>er/sie/es wird aufhören&nbsp;</div><div>wir werden aufhören&nbsp;</div><div>ihr werdet aufhören&nbsp;</div><div>Sie werden aufhören</div>,ich habe aufgehört ⚑<div>du hast aufgehört&nbsp;</div><div>er/sie/es hat aufgehört&nbsp;</div><div>wir haben aufgehört&nbsp;</div><div>ihr habt aufgehört&nbsp;</div><div>Sie haben aufgehört</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to end [sound:googletts-fe4199ba-257564fc-fd3e70c4-539de91a-7923975f.mp3]<br>,The course will end in one week. [sound:googletts-57b42b42-0e80d201-01e47ea5-81d05fce-a46932c6.mp3],Der Kurs hört in einer Woche auf. [sound:googletts-e2466668-1f7f1601-70bfa850-0b3f38f4-1f7054fe.mp3],
A1-VERB-18,A1,⚑,aufstehen [sound:googletts-635a6e48-27838a06-87d4f29e-f7a9eb9e-a73c31a9.mp3],get up,e-a-a,ich stehe auf&nbsp;<div>du stehst auf&nbsp;</div><div>er/sie/es steht&nbsp;</div><div>auf wir stehen&nbsp;</div><div>auf ihr steht auf&nbsp;</div><div>Sie stehen auf</div>,ich stand auf ⚑<div>du standst auf&nbsp;</div><div>er/sie/es stand auf ⚑</div><div>wir standen auf&nbsp;</div><div>ihr standet auf&nbsp;</div><div>Sie standen auf</div>,ich werde aufstehen&nbsp;<div>du wirst aufstehen&nbsp;</div><div>er/sie/es wird aufstehen&nbsp;</div><div>wir werden aufstehen&nbsp;</div><div>ihr werdet aufstehen</div><div>Sie werden aufstehen</div>,ich habe/bin aufgestanden&nbsp;<div>du hast/bist aufgestanden&nbsp;</div><div>er/sie/es hat/ist aufgestanden&nbsp;</div><div>wir haben/sind aufgestanden&nbsp;</div><div>ihr habt/seid aufgestanden&nbsp;</div><div>Sie haben/sind aufgestanden</div>,haben / sein [sound:googletts-b5019b70-c8f36388-7c51ae9a-82e1b1a4-04cc39a8.mp3],to get up [sound:googletts-c7f18b00-529f4c89-cb6fbc83-169e13d6-2115a114.mp3],I always have to get up at four o'clock. [sound:googletts-8e3ce7a3-587d7e95-93ad55f5-fbc84f04-729b7183.mp3],Ich muss immer um vier Uhr aufstehen. [sound:googletts-5bb60ed8-549235d7-c92dd032-4b0e0f88-ae8c204d.mp3],
A1-VERB-19,A1,,ausfüllen [sound:googletts-9267bf4d-de530495-2d50953d-bc6d8cc3-752f13ea.mp3],fill out,,ich fülle aus&nbsp;<div>du füllst aus&nbsp;</div><div>er/sie/es füllt aus&nbsp;</div><div>wir füllen aus&nbsp;</div><div>ihr füllt aus&nbsp;</div><div>Sie füllen aus</div>,ich füllte aus&nbsp;<div>du fülltest aus&nbsp;</div><div>er/sie/es füllte aus ⚑</div><div>wir füllten aus&nbsp;</div><div>ihr fülltet aus&nbsp;</div><div>Sie füllten aus</div>,ich werde  ausfüllen&nbsp;<div>du wirst  ausfüllen&nbsp;</div><div>er/sie/es wird ausfüllen&nbsp;</div><div>wir werden  ausfüllen&nbsp;</div><div>ihr werdet  ausfüllen&nbsp;</div><div>Sie werden  ausfüllen</div>,ich habe  ausgefüllt&nbsp;<div>du hast  ausgefüllt&nbsp;</div><div>er/sie/es hat  ausgefüllt&nbsp;</div><div>wir haben  ausgefüllt&nbsp;</div><div>ihr habt  ausgefüllt&nbsp;</div><div>Sie haben  ausgefüllt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to fill out&nbsp;[sound:googletts-1fec4dcf-a620881f-c28e28a0-8cf345ab-b2ced545.mp3],Please fill out this form. [sound:googletts-05fac5cd-a0eb8be6-a4b199bd-5eccc01b-8ba7fa66.mp3],Füllen Sie bitte dieses Formular aus. [sound:googletts-85463d07-b86b2592-2d286e43-07f11731-2e13126b.mp3],
A1-VERB-20,A1,,ausmachen [sound:googletts-c9c9c6b5-1b150572-14e8b2bf-dee80e7f-2c750319.mp3],turn off,,ich mache aus&nbsp;<div>du machst aus&nbsp;</div><div>er/sie/es macht aus&nbsp;</div><div>wir machen aus&nbsp;</div><div>ihr macht aus&nbsp;</div><div>Sie machen aus</div>,ich machte aus&nbsp;<div>du machtest aus&nbsp;</div><div>er/sie/es machte aus ⚑</div><div>wir machten aus&nbsp;</div><div>ihr machtet aus&nbsp;</div><div>Sie machten aus</div>,ich werde  ausmachen&nbsp;<div>du wirst  ausmachen&nbsp;</div><div>er/sie/es wird ausmachen&nbsp;</div><div>wir werden  ausmachen&nbsp;</div><div>ihr werdet  ausmachen&nbsp;</div><div>Sie werden  ausmachen</div>,ich habe  ausgemacht&nbsp;<div>du hast  ausgemacht&nbsp;</div><div>er/sie/es hat  ausgemacht&nbsp;</div><div>wir haben  ausgemacht&nbsp;</div><div>ihr habt  ausgemacht&nbsp;</div><div>Sie haben  ausgemacht</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to turn off [sound:googletts-d20f1f5f-42119bfd-6da574e3-90283886-90f9846c.mp3],Please turn off the light. [sound:googletts-700c51b0-90bfa4c7-c7409b59-94ebacee-313b42f0.mp3],Mach bitte das Licht aus! [sound:googletts-e3901792-bbf31103-512a4f78-d3318855-bf19cd1c.mp3],
A1-VERB-21,A1,⚑,aussehen [sound:googletts-c8ff0e76-27a7d3ac-a03c8219-388d1093-5601b942.mp3],look,e-a-e,ich sehe aus&nbsp;<div>du siehst aus&nbsp;</div><div>er/sie/es sieht aus&nbsp;</div><div>wir sehen aus&nbsp;</div><div>ihr seht aus&nbsp;</div><div>Sie sehen aus</div>,ich sah aus&nbsp;<div>du sahst aus&nbsp;</div><div>er/sie/es sah aus ⚑</div><div>wir sahen aus&nbsp;</div><div>ihr saht aus&nbsp;</div><div>Sie sahen aus</div>,ich werde  aussehen&nbsp;<div>du wirst  aussehen&nbsp;</div><div>er/sie/es wird aussehen&nbsp;</div><div>wir werden  aussehen&nbsp;</div><div>ihr werdet  aussehen&nbsp;</div><div>Sie werden  aussehen</div>,ich habe  ausgesehen ⚑<div>du hast  ausgesehen&nbsp;</div><div>er/sie/es hat  ausgesehen&nbsp;</div><div>wir haben  ausgesehen&nbsp;</div><div>ihr habt  ausgesehen&nbsp;</div><div>Sie haben  ausgesehen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to look [sound:googletts-2fd979fb-539be54d-1863f5b7-03c76883-c3ba5d3d.mp3],That looks pretty. [sound:googletts-0aa8d288-8224ee00-f1a70a0a-9bd8f396-d9d75958.mp3],Das sieht schön aus. [sound:googletts-907fdcd7-c7ac0188-f3acc238-42fb803c-3a19fe7f.mp3],
A1-VERB-22,A1,⚑,aussteigen [sound:googletts-9548cd05-e11edc19-2ab5f8b7-0adda587-a68fba0b.mp3],get off,ei-ie-ie,ich steige aus&nbsp;<div>du steigst aus&nbsp;</div><div>er/sie/es steigt aus&nbsp;</div><div>wir steigen aus&nbsp;</div><div>ihr steigt aus&nbsp;</div><div>Sie steigen aus</div>,ich stieg aus&nbsp;<div>du stiegst aus&nbsp;</div><div>er/sie/es stieg aus ⚑</div><div>wir stiegen aus&nbsp;</div><div>ihr stiegt aus&nbsp;</div><div>Sie stiegen aus<br></div>,ich werde aussteigen&nbsp;<div>du wirst aussteigen&nbsp;</div><div>er/sie/es wird aussteigen&nbsp;</div><div>wir werden aussteigen&nbsp;</div><div>ihr werdet aussteigen&nbsp;</div><div>Sie werden aussteigen</div>,ich bin ausgestiegen ⚑<div>du bist ausgestiegen&nbsp;</div><div>er/sie/es ist ausgestiegen&nbsp;</div><div>wir sind ausgestiegen&nbsp;</div><div>ihr seid ausgestiegen&nbsp;</div><div>Sie sind ausgestiegen</div>,sein [sound:googletts-1e0bb217-bfaa5681-6faf3aef-7d74ead6-bf046ba2.mp3],to get off [sound:googletts-2f970642-033e9f1d-3028cc95-373bb36f-992b2146.mp3],Where should I get off? [sound:googletts-041aedf2-f85eec63-09b32176-c191e3fe-5855707e.mp3],Wo muss ich aussteigen? [sound:googletts-46bd4375-03241b29-0dec1051-bb680bff-f0b8a0ab.mp3],
A1-VERB-23,A1,✭⚑,ausziehen (sich) [sound:googletts-8c77e569-dc71bd57-2abcfbb1-56e8045b-ef2e68a0.mp3],take off,ie-o-o,ich ziehe aus&nbsp;<div>du ziehst aus&nbsp;</div><div>er/sie/es zieht aus&nbsp;</div><div>wir ziehen aus&nbsp;</div><div>ihr zieht aus&nbsp;</div><div>Sie ziehen aus</div>,ich zog aus ⚑<div>du zogst aus&nbsp;</div><div>er/sie/es zog aus ⚑</div><div>wir zogen aus&nbsp;</div><div>ihr zogt aus&nbsp;</div><div>Sie zogen aus</div>,ich werde ausziehen&nbsp;<div>du wirst ausziehen&nbsp;</div><div>er/sie/es wird ausziehen&nbsp;</div><div>wir werden ausziehen&nbsp;</div><div>ihr werdet ausziehen&nbsp;</div><div>Sie werden ausziehen</div>,ich habe/bin ausgezogen ⚑<div>du hast/bist ausgezogen&nbsp;</div><div>er/sie/es hat/ist ausgezogen&nbsp;</div><div>wir habt/sind ausgezogen&nbsp;</div><div>ihr habt/seid ausgezogen&nbsp;</div><div>Sie haben/sind ausgezogen</div>,haben / sein [sound:googletts-b5019b70-c8f36388-7c51ae9a-82e1b1a4-04cc39a8.mp3],to take off (something)&nbsp;[sound:googletts-c1959f6b-b32ec71c-0e9e2e10-aaf45af0-e26e34e0.mp3],"Take off your shoes, please! [sound:googletts-7369ec07-46148377-f99daee3-ae4b6ecc-93549adf.mp3]","Zieh die Schuhe aus, bitte! [sound:googletts-ebbee965-29aaa641-78b7e568-0b077f13-bfac2d45.mp3]",
A1-VERB-24,A1,,baden [sound:googletts-916ba849-ff146963-23ee65bf-7b5e2b5d-35f866e5.mp3],bathe,,ich bade&nbsp;<div>du badest&nbsp;</div><div>er/sie/es badet&nbsp;</div><div>wir baden&nbsp;</div><div>ihr badet&nbsp;</div><div>Sie baden</div>,ich badete ⚑<div>du badetest&nbsp;</div><div>er/sie/es badete ⚑</div><div>wir badeten&nbsp;</div><div>ihr badetet&nbsp;</div><div>Sie badeten</div>,ich werde baden&nbsp;<div>du wirst baden&nbsp;</div><div>er/sie/es wird baden&nbsp;</div><div>wir werden baden&nbsp;</div><div>ihr werdet baden&nbsp;</div><div>Sie werden baden</div>,ich habe gebadet ⚑<div>du hast gebadet&nbsp;</div><div>er/sie/es hat gebadet&nbsp;</div><div>wir haben gebadet&nbsp;</div><div>ihr habt gebadet&nbsp;</div><div>Sie haben gebadet</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to bathe [sound:googletts-acea0eb9-134bfe3a-3bc32823-fbebc121-7c5651a0.mp3],"I do not bathe so much, I prefer to shower. [sound:googletts-1a004b05-3281f993-0c850a36-a697b081-4b777927.mp3]","Ich bade nicht so gern, ich dusche lieber. [sound:googletts-dc166b4d-a52fd5e5-4670b8eb-34d1d45b-2f1908df.mp3]",
A1-VERB-25,A1,,bedeuten [sound:googletts-d2e0bcf4-3049a406-76bd971e-f12aa4d1-ad7421c9.mp3],mean,,ich bedeute&nbsp;<div>du bedeutest&nbsp;</div><div>er/sie/es bedeutet&nbsp;</div><div>wir bedeuten&nbsp;</div><div>ihr bedeutet&nbsp;</div><div>Sie bedeuten</div>,ich bedeutete&nbsp;<div>du bedeutetest&nbsp;</div><div>er/sie/es bedeutete ⚑</div><div>wir bedeuteten&nbsp;</div><div>ihr bedeutetet&nbsp;</div><div>Sie bedeuteten</div>,ich werde bedeuten&nbsp;<div>du wirst bedeuten&nbsp;</div><div>er/sie/es wird bedeuten&nbsp;</div><div>wir werden bedeuten&nbsp;</div><div>ihr werdet bedeuten&nbsp;</div><div>Sie werden bedeuten</div>,ich habe bedeutet ⚑<div>du hast bedeutet&nbsp;</div><div>er/sie/es hat bedeutet&nbsp;</div><div>wir haben bedeutet&nbsp;</div><div>ihr habt bedeutet&nbsp;</div><div>Sie haben bedeutet</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to mean [sound:googletts-e51f5e4c-5edd111e-fdf5d42b-ab6f5c7d-d62976f2.mp3],What does that word mean? [sound:googletts-00f46c5c-39e762a4-85a7a582-580c4a4a-a58cfcf3.mp3],Was bedeutet das Wort? [sound:googletts-d125fd1e-8ffacb5d-04cc3211-ec655469-5d633b4a.mp3],
A1-VERB-26,A1,⚑,beginnen [sound:googletts-b245df98-3a9e9637-607f24df-2e4d8ee3-3401d0b5.mp3],start,i-a-o,ich beginne&nbsp;<div>du beginnst&nbsp;</div><div>er/sie/es beginnt&nbsp;</div><div>wir beginnen&nbsp;</div><div>ihr beginnt&nbsp;</div><div>Sie beginnen</div>,ich begann&nbsp;<div>du begannst&nbsp;</div><div>er/sie/es begann ⚑</div><div>wir begannen&nbsp;</div><div>ihr begannt&nbsp;</div><div>Sie begannen</div>,ich werde beginnen&nbsp;<div>du wirst beginnen&nbsp;</div><div>er/sie/es wird beginnen&nbsp;</div><div>wir werden beginnen&nbsp;</div><div>ihr werdet beginnen&nbsp;</div><div>Sie werden beginnen</div>,ich habe begonnen ⚑<div>du hast begonnen&nbsp;</div><div>er/sie/es hat begonnen&nbsp;</div><div>wir haben begonnen&nbsp;</div><div>ihr habt begonnen&nbsp;</div><div>Sie haben begonnen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to start [sound:googletts-282e65a2-02015842-aab16dc7-723f5332-e76bc2fc.mp3],The game starts at 3:30PM. [sound:googletts-0eba3ef9-0fb549a7-aa83ad4f-ade34c9a-b2df9f5f.mp3],Das Spiel beginnt um 15:30 Uhr.&nbsp;[sound:googletts-872e4fb6-a0549c92-a7e3355c-4519616f-98161c5d.mp3],
A1-VERB-27,A1,⚑,bekommen [sound:googletts-206fb914-6eb22c6e-f148e512-f4727230-04e00d58.mp3],get,o-a-o,ich bekomme&nbsp;<div>du bekommst&nbsp;</div><div>er/sie/es bekommt&nbsp;</div><div>wir bekommen&nbsp;</div><div>ihr bekommt&nbsp;</div><div>Sie bekommen</div>,ich bekam&nbsp;<div>du bekamst&nbsp;</div><div>er/sie/es bekam ⚑</div><div>wir bekamen&nbsp;</div><div>ihr bekamt&nbsp;</div><div>Sie bekamen</div>,ich werde bekommen&nbsp;<div>du wirst bekommen&nbsp;</div><div>er/sie/es wird bekommen&nbsp;</div><div>wir werden bekommen&nbsp;</div><div>ihr werdet bekommen&nbsp;</div><div>Sie werden bekommen</div>,ich habe bekommen&nbsp;<div>du hast bekommen&nbsp;</div><div>er/sie/es hat bekommen&nbsp;</div><div>wir haben bekommen&nbsp;</div><div>ihr habt bekommen&nbsp;</div><div>Sie haben bekommen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to get [sound:googletts-ee4129f4-f14c4fee-6440db5b-dbc80bf5-291993eb.mp3],Did you get my letter? [sound:googletts-635cdfc3-b7b6da42-3242c7c2-998f7f3e-ee9f2cd7.mp3],Haben Sie meinen Brief bekommen? [sound:googletts-7842245a-84190aad-0917f2e5-2bd7eeef-806d81ac.mp3],
A1-VERB-28,A1,,benutzen [sound:googletts-8026b51d-8283a5f0-dfd14a2e-6201a880-fcff54c6.mp3],use,,ich benutze&nbsp;<div>du benutzt&nbsp;</div><div>er/sie/es benutzt&nbsp;</div><div>wir benutzen&nbsp;</div><div>ihr benutzt&nbsp;</div><div>Sie benutzen</div>,ich benutzte&nbsp;<div>du benutztest&nbsp;</div><div>er/sie/es benutzte&nbsp;</div><div>wir benutzten&nbsp;</div><div>ihr benutztet&nbsp;</div><div>Sie benutzten</div>,ich werde benutzen&nbsp;<div>du wirst benutzen&nbsp;</div><div>er/sie/es wird benutzen&nbsp;</div><div>wir werden benutzen&nbsp;</div><div>ihr werdet benutzen&nbsp;</div><div>Sie werden benutzen</div>,ich habe benutzt ⚑<div>du hast benutzt&nbsp;</div><div>er/sie/es hat benutzt&nbsp;</div><div>wir haben benutzt&nbsp;</div><div>ihr habt benutzt&nbsp;</div><div>Sie haben benutzt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to use [sound:googletts-65cf1076-bcbd419a-c8ab7697-df9298d6-38ffe9c0.mp3],Please dont use the elevators! [sound:googletts-4f8d8925-d146d158-599c2071-cf8d6549-b8803c70.mp3],Die Aufzüge bitte nicht benutzen! [sound:googletts-b9b5d3dc-4fe47b48-022f08e3-a9201c1c-3d37a4c0.mp3],
A1-VERB-29,A1,,besetzt [sound:googletts-90b24dab-b60e0a5b-c232d65d-1b2f6b74-0c49b4f2.mp3],be busy,,ich besetze ⚑<div>du besetzt&nbsp;</div><div>er/sie/es besetzt&nbsp;</div><div>wir besetzen&nbsp;</div><div>ihr besetzt&nbsp;</div><div>Sie besetzen</div>,ich besetzte&nbsp;<div>du besetztest&nbsp;</div><div>er/sie/es besetzte ⚑</div><div>wir besetzten&nbsp;</div><div>ihr besetztet&nbsp;</div><div>Sie besetzten</div>,ich werde besetzen&nbsp;<div>du wirst besetzen&nbsp;</div><div>er/sie/es wird besetzen&nbsp;</div><div>wir werden besetzen&nbsp;</div><div>ihr werdet besetzen&nbsp;</div><div>Sie werden besetzen</div>,ich habe besetzt ⚑<div>du hast besetzt&nbsp;</div><div>er/sie/es hat besetzt&nbsp;</div><div>wir haben besetzt&nbsp;</div><div>ihr habt besetzt&nbsp;</div><div>Sie haben besetzt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to be busy [sound:googletts-509d16ca-a799bb64-a60e2026-6d7848cf-5edb0aa6.mp3],The number is always busy. [sound:googletts-53af15d3-49544a2b-50e15070-81a59025-0dd67035.mp3],Die Nummer ist immer besetzt. [sound:googletts-ab224cb9-26b9ed8a-1e285ac9-3af00d76-dbc2b553.mp3],
A1-VERB-30,A1,,besichtigen [sound:googletts-d4747471-ac7caf7f-c489db74-dce23281-0b7a6ffe.mp3],pay a visit to,,ich besichtige&nbsp;<div>du besichtigst&nbsp;</div><div>er/sie/es besichtigt&nbsp;</div><div>wir besichtigen&nbsp;</div><div>ihr besichtigt&nbsp;</div><div>Sie besichtigen</div>,ich besichtigte&nbsp;<div>du besichtigtest&nbsp;</div><div>er/sie/es besichtigte ⚑</div><div>wir besichtigten&nbsp;</div><div>ihr besichtigtet&nbsp;</div><div>Sie besichtigten</div>,ich werde besichtigen&nbsp;<div>du wirst besichtigen&nbsp;</div><div>er/sie/es wird besichtigen&nbsp;</div><div>wir werden besichtigen</div><div>ihr werdet besichtigen&nbsp;</div><div>Sie werden besichtigen</div>,ich habe besichtigt ⚑<div>du hast besichtigt&nbsp;</div><div>er/sie/es hat besichtigt&nbsp;</div><div>wir haben besichtigt&nbsp;</div><div>ihr habt besichtigt&nbsp;</div><div>Sie haben besichtigt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],pay a visit to&nbsp;[sound:googletts-a0a795d2-4b85b3cb-1c8a80fe-f392504d-7590dc10.mp3],I'd like to visit the cathedral. [sound:googletts-6181d16e-8f7babcf-ffc35db7-b103070d-6c1e77ac.mp3],Ich möchte gern den Dom besichtigen. [sound:googletts-087d8746-fd57cbc2-328506aa-cd423e6f-2bfaa416.mp3],
A1-VERB-31,A1,,bestellen [sound:googletts-8fc16ddb-bc65449d-74fd9eb2-f253526b-75b1c1d3.mp3],order,,ich bestelle&nbsp;<div>du bestellst&nbsp;</div><div>er/sie/es bestellt&nbsp;</div><div>wir bestellen&nbsp;</div><div>ihr bestellt&nbsp;</div><div>Sie bestellen</div>,ich bestellte&nbsp;<div>du bestelltest&nbsp;</div><div>er/sie/es bestellte ⚑</div><div>wir bestellten&nbsp;</div><div>ihr bestelltet&nbsp;</div><div>Sie bestellten</div>,ich werde bestellen&nbsp;<div>du wirst bestellen&nbsp;</div><div>er/sie/es wirdbestellen&nbsp;</div><div>wir werden bestellen&nbsp;</div><div>ihr werdet bestellen&nbsp;</div><div>Sie werden bestellen</div>,ich habe bestellt ⚑<div>du hast bestellt&nbsp;</div><div>er/sie/es hat bestellt&nbsp;</div><div>wir haben bestellt&nbsp;</div><div>ihr habt bestellt&nbsp;</div><div>Sie haben bestellt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to order [sound:googletts-ed069429-f157511a-4c12001c-62807b04-6be018c7.mp3],"We would like to order, please. [sound:googletts-7614b380-972bcf28-b9a91245-a04f90c6-ffd80f66.mp3]","Wir möchten bestellen, bitte. [sound:googletts-80531a78-f0bc9b29-03998dee-6faea6b4-70d1a266.mp3]",
